question_id,question_name,polling_response,demographic_category,demographic_variable,values,total_counts,response_type,question_type,question_name_preamble,polling_response_coded
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,2024 Presidential Vote,Trump,0.09,420,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,2024 Presidential Vote,Harris,0.08,405,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,2024 Presidential Vote,Other,0.11,175,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Party Affiliation,Republican,0.1,358,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Party Affiliation,Independent,0.08,299,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Party Affiliation,Democrat,0.09,344,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Systems-Impacted Status,Any Impact,0.09,689,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Systems-Impacted Status,Personally Impacted,0.11,134,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Systems-Impacted Status,Personally Incarcerated,0.13,93,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Systems-Impacted Status,Personally on Probation,0.12,106,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Systems-Impacted Status,Knows Someone Incarcerated,0.09,632,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Systems-Impacted Status,Knows Someone on Probation,0.08,571,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Age,18-34,0.04,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Age,35-49,0.07,240,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Age,50-64,0.14,235,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Age,65,0.12,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Gender,Male,0.12,478,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Gender,Female,0.07,518,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Race/Ethnicity,White,0.1,660,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Race/Ethnicity,Hispanic,0.06,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Race/Ethnicity,Black,0.07,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Type of Residential Area,Urban,0.08,248,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Type of Residential Area,Suburban,0.1,425,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Type of Residential Area,Rural,0.08,272,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Income,40k,0.05,215,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Income,40-80k,0.1,261,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Income,80-150k,0.1,259,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Somewhat Unconvincing,Income,150k,0.09,184,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Total,,0.08,1000,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,2024 Presidential Vote,Trump,0.06,420,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,2024 Presidential Vote,Harris,0.08,405,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,2024 Presidential Vote,Other,0.11,175,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Party Affiliation,Republican,0.06,358,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Party Affiliation,Independent,0.09,299,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Party Affiliation,Democrat,0.08,344,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Systems-Impacted Status,Any Impact,0.08,689,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Systems-Impacted Status,Personally Impacted,0.09,134,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Systems-Impacted Status,Personally Incarcerated,0.07,93,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Systems-Impacted Status,Personally on Probation,0.09,106,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Systems-Impacted Status,Knows Someone Incarcerated,0.08,632,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Systems-Impacted Status,Knows Someone on Probation,0.08,571,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Age,18-34,0.05,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Age,35-49,0.09,240,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Age,50-64,0.09,235,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Age,65,0.08,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Gender,Male,0.07,478,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Gender,Female,0.08,518,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Race/Ethnicity,White,0.07,660,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Race/Ethnicity,Hispanic,0.08,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Race/Ethnicity,Black,0.09,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Type of Residential Area,Urban,0.07,248,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Type of Residential Area,Suburban,0.07,425,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Type of Residential Area,Rural,0.09,272,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Income,40k,0.06,215,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Income,40-80k,0.07,261,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Income,80-150k,0.07,259,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Very Unconvincing,Income,150k,0.1,184,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Unsure,Total,,0.08,1000,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",3
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Unsure,2024 Presidential Vote,Trump,0.06,420,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",3
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Unsure,2024 Presidential Vote,Harris,0.07,405,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",3
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Unsure,2024 Presidential Vote,Other,0.13,175,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",3
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Unsure,Party Affiliation,Republican,0.07,358,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",3
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Unsure,Party Affiliation,Independent,0.09,299,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",3
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Unsure,Party Affiliation,Democrat,0.08,344,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",3
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Unsure,Systems-Impacted Status,Any Impact,0.06,689,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",3
42,"Our parole and probation resources should return to their original mission, focused on people with high risks. Federal probation officers report significant caseloads that can exceed 100 cases per officer and include many people who pose no safety risk. This creates a burden for the officers and limits their ability to provide appropriate supervision for those who need it",Unsure,Systems-Impacted Status,Personally Impacted,0.06,134,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",3
